review,category,rating,tag
আমি এই সানগ্লাসটা আপনাদের অ্যাপ থেকে আনছিলাম কিন্তু আমার চোখে বড় হয় এখন এইটা আমি রিটার্ন করে আরেকটি আনতে চাই 01733515590,Fashion,5,negative
পণ্যটি ভালো হয়নি দুই নাম্বার করেছে সানগ্লাসের বক্স ছিল বক্স দেয় নাই এই সানগ্লাস আর কেউ কিনবেন না পণ্যটি ভালো হয়নি দুই নাম্বার করেছে সানগ্লাসের যেরকম যেরকম হওয়ার কথা ছিল যেরকম হওয়ার কথা ছিল সেরকম যেরকম হওয়ার কথা ছিল সেরকম হয়নি সানগ্লাস এর বিভিন্ন জায়গায় দাগ স্পট পড়ে আছে ,Fashion,5,negative
ছবির মতো না।ছবিটা দেখে মনে করছিলাম একটু কোয়ালিটির হবে আসলে তার উল্টো সোল্ডের কাগজ ব্যবহার করা হয়েছে পানিতে বিজলেই মনে হয় সোল্ড ছুটে যাবে আর উপরের সেপ দুইটা দুই ধরনের এক কথায় বাজে একটা পোডাক্ট ,Fashion,5,negative
যেমন আশা করেছিলাম তেমন না।  এতো কম দামের প্রডাক্ট এর ডেলিভারি চার্য অনেক বেশি।।,Fashion,5,negative
"The glasses are very nice to look at. I was happy to get the new updated product. Thank you, Daraz.",Fashion,5,positive 
আসলে প্রোডাক্টটা যেমনটা পামু ভাবছিলাম তেমন পাইনি সম্পন্ন প্লাস্টিকের তৈরি গ্লাস টা অনলাইনে দেখে অনেক বালো হবে মনে করছিলাম মানুষকে বালো প্রোডাক্টট দিতে না পারলে অযথা বিভ্রান্ত করবেন না প্লিজ।,Fashion,5,negative
আমার পছন্দ হয়েছে। দামের তুলনায় যথেষ্ট ভালো। ৩ দিনের মধ্য পেয়েছি।,Fashion,5,positive 
"অনেক ভালো তেমন চেয়েছি তেমন টাই পেয়েছি, ধন্যবাদ daraz,",Fashion,5,positive 
"কেউ কিনবে না। মান একদম খারাপ। চশমা বাকা। তাদের বলছিলাম বাকা, তারা বলে adjust করে নেন।😡",Fashion,5,negative
দারুন একটা অনুভুতি,Fashion,5,positive 
আমি কালো গ্লাস অর্ডার করেছি বাট ডেলিভারী পেয়েছি সাদা গ্লাস। তবে প্রোডাক্টি ভালো।।,Fashion,5,positive 
সানগ্লাস টা এতো বেশি সুন্দর কি বলবো 🥰 কেউ নিতে চাইলে নিশ্চিন্তে নিতে পারেন ❤️,Fashion,5,positive 
অনেক সুন্দর একটা সানগ্লাস❤️ আমার অনেক পছন্দ হয়েছে 😍ও Thank you Daraz 😊😍🥰,Fashion,5,positive 
যেরকম চেয়েছিলাম ওরকমই পেয়েছি থ্যাংক ইউ ডেলিভারি ম্যান টাও খুব ভাল ছিল,Fashion,5,positive 
দাম অনুযায়ী ভালো। রিকমেন্ড। প্যাকেজিং ভাল ছিল না। সেফটি প্রবলেম।,Fashion,5,positive 
"দাম অনুযায়ী চশমা ঠিক আছে, ভাল।",Fashion,5,positive 
"অসাধারণ চশমা। খুব ভালো লাগলো, কম দামে ভালো পণ্য। Thanks 💚❤️",Fashion,5,positive 
পণ্য অনেক ভালো আছে।,Fashion,5,positive 
"খুব ভাল সানগ্লাস, ধন্যবাদ দারাজ সব ভাল",Fashion,5,positive 
আলহামদুলিল্লাহ ভালোই হয়ছে,Fashion,5,positive 
সাথের বক্স টা পাই না-ই। সানগ্লাস এর কোয়ালিটি মোটামুটি।,Fashion,5,neutral
অনেক ভালো মানের একটা সানগ্লেস পেলাম,Fashion,5,positive 
চশমাটি খুবই সুন্দর।,Fashion,5,positive 
প্রচুর আগ্রহী ছিলাম। আলহামদুলিল্লাহ ভালো টাই পেয়েছি,Fashion,5,positive 
ভালো হয়েছে আপনারা চাইলে নিতে পারেন ধন্যবাদ দারাজ কে,Fashion,5,positive 
"আলহামদুলিল্লাহ, যেমনটি চেয়েছিলাম ঠিক তেমনি পেয়েছি।",Fashion,5,positive 
"দারুন. অসাধারণ,",Fashion,5,positive 
"ধন্যবাদ সেলার এবং দারাজকে,প্রডাক্টি ভাল পেয়েছি ।",Fashion,5,positive 
পুরাটাই প্লাস্টিক। বাইরে থেকে কিনলে 90 টাকা থেকে 100 টাকায় কেনা যায়। পুরা টাকাটাই লস,Fashion,1,negative
"প্যাকেজিং খুব খারাপ ছিল, আপনি বলতে পারেন কাচের জন্য কোন প্যাকেজিং নেই। গ্লাস জোর না. ছবির সাথে মিল নেই। খুব খারাপ পণ্য।",Fashion,1,negative
⚠️বাটপার বাটপার বাটপার ⚠️  ফ্রেমটি এক পাশে বাকা।,Fashion,1,negative
"খুবই খারাপ লাগলো পন্যটি কিনলাম টাকা দিয়ে খুলে দেখি ভাঙ্গা।আর কাস্টমার সার্ভিসে কথা বলতে বলতে আমার একাউন্টে টাকা শেষ, কিন্তু কোন সলুউশন পাইলাম না পন্য পরিবর্তন করে ভালো একটার পন্য পাওয়ার জন্য",Fashion,1,negative
আমি অডার দিলাম কালো গ্লাস। দিছেন ষ্ঠিল কালার কেন ????? এগুলো না করে মানুষের পকেটে চুরি মারেন।,Fashion,1,negative
আরেকটি খারাপ পণ্য ডেলিভারি,Fashion,1,negative
"অনলাইনে যেটা দেখানো হইছে সেটার সাথে কোনো মিল নাই, ফালতু একটা সানগ্লাস।ফুল প্লাস্টিক বডি।",Fashion,1,negative
"এটা আরো খারাপ! খুব আইন মান, ছবি থেকে দূরে, প্যাকেজ রাস্তার বিক্রেতা প্যাকেজ মত ছিল. কেউ কিনবেন না, এটার মান 50 টাকার কম",Fashion,1,negative
এত খারাপ পণ্য আর হয় না...এর থেকে ফুটপাথ এর 100 টাকা গ্লাস ও ভাল...দারাজের এই ধরণের চেস্টার বিক্রেতার বিরুদ্ধে ব্যবস্থা নেওয়া দরকার...এটি না কেনার জন্য অত্যন্ত সুপারিশ করা হয়েছে।,Fashion,1,negative
আমি চশমাটা ফেরত করতে চাই কারণ এই ভেঙে গেছে। আমি যখন পেয়েছি তখন আমি অভিযোগ করি কোরেছি...রিটার্ন আর সিস্টেম আমাকে জানান,Fashion,1,negative
এদের জন্য দারাজের মত প্রতিষ্ঠানের সুনাম ক্ষুন্য হয় শালা ছবি এক প্রোডাক্ট দাও অণ্য এক তবে সেলার গুড,Fashion,1,negative
চশমাটি সুন্দর কিন্তু ফ্রেমটি বাকা হয়ে ছিল। একটি বক্সের মধ্যে দিলে এ সমস্যা হতো না।,Fashion,1,neutral
দাম হিসাবে প্রোডাক্ট একেবারেই নিম্ন মানের। ছবিতে বক্স দেখানো হয়েছে কিন্তু দেইনি। ,Fashion,1,negative
সব ঠিক আসে কিন্তু বক্স দিল না ছবি দেখা যায় বক্স কিন্তু দিবার সময় দেয় না,Fashion,1,negative
পণ্যের মান দামের তুলনায় অনেক কম,Fashion,1,negative
ভালো লাগলো না আপনাদের ভালো লাগাইতে পারেন,Fashion,1,neutral
আমি যা চেয়েছিলাম তা পাইনি 😕😕😕,Fashion,1,negative
"অর্ডার করছি একটা,দিছেন আরেকটা, বাটপার",Fashion,1,negative
খুব খারাপ গ্লাস আমি এটি আশা করি না,Fashion,1,negative
খুব বিসরি কাউ নিন না🤬🤬🤬,Fashion,1,negative
পাশের ফ্রেমটি খারাপ দেখাচ্ছে,Fashion,1,negative
হালার থকবাজ,Fashion,1,negative
আকবারেই বাজে পণ্য,Fashion,1,negative
ফালতু পণ্য,Fashion,1,negative
খুব খাপ,Fashion,1,negative
জগণ্য,Fashion,1,negative
সানগ্লাস ঠিকঠাকমতো পেয়েছি সানগ্লাসের পা দুটো প্লাস্টিকের যা মনে হয় দামটা একটু বেশি,Fashion,3,neutral
বাশি ভাল না আবার বেশি খেরেপো না(ব্যালেন্স)।,Fashion,3,neutral
"প্রোডাক্ট যেরকম সেরকমই, কিন্তু সমস্যা হচ্ছে, ফ্রেম এর এক পাশ বাকা😥😥",Fashion,3,negative
চমৎকার পণ্য। আমি এটা পছন্দ করি 🌻,Fashion,3,positive 
সত্যিই সুন্দর...!,Fashion,3,positive 
"কি ভাই, খালি চশমাটা দিয়ে দিলেই তো হতো পেক করার কি দরকার ছিল। ছবিতে তো ভালই বক্স দিছো পাঠানোর সময় খবর নাই।",Fashion,3,negative
ডেলিভারি খুব ধীর। আনুমানিক সময় থেকে আরও 4 দিন লাগবে। গড় হিসাবে পণ্যের গুণমান। পণ্যের সাথে কোন বক্স নেই।,Fashion,3,neutral
প্রোডক্ট এর মান অনুযায়ী দাম টা একটু বেশি আর সানগ্লাসএর এক সাইড বাকা ছিল।,Fashion,3,neutral
"ছবির মতই কিন্তু বিল্ড এতো স্মুথ না। আর এইটা নরমাল গ্লাস, ইউভি৪০০ না।",Fashion,3,negative
"যার জন্য নিয়েছি তার পছন্দ হয়নি,, মেটালের জায়গায় প্লাস্টিক ছিলো!",Fashion,3,negative
কোনো বাক্স পাইনি। কিন্তু ছবিতে তাদের বক্স। হতাশ,Fashion,3,negative
সানগ্লাস 🕶️ ভালো কিন্তু সানগ্লাসের ফ্রেম নিম্নমানের।,Fashion,3,neutral
"এত সুন্দর একটা সানগ্লাস,কিন্তু একটু মরিচা ধরেছে",Fashion,3,neutral
ভাল কিন্তু. মূল্য এক বাশি,Fashion,3,neutral
"বেশি ভালো ছিলো না,,মোটামুটি ছিলো",Fashion,3,neutral
দাম হিসেবে মোটামুটি চলে🙂🙂🙂🙂,Fashion,3,positive 
খুব ভালো পণ্য ☺️☺️,Fashion,3,positive 
ভাল,Fashion,3,positive 
পিক এ যেমন দেখানো তেমনি ছিলো । প্যাকিজিং ও ভালো ছিলো। তবে ভাবছিলাম পিক এ দেখা বক্স টাও থাকবে কিন্তু হতাশ 🤪। আর এক পাসের ডাট (ফ্রেম) একটু বাকা ছিলো। এখন এটা আগে থেকেই নাকি ডেলিভারির সময় চাপে এমন হয়েছিলো বুঝলাম না। তবে তা ফিক্স করা গেছে । অভার অল দাম অনুযায়ী ভালো ছিলো,Fashion,4,positive 
আলহামদুলিল্লাহ প্রোডাক্ট ভাল🙃 কিন্তু ডেলিভারি,Fashion,4,neutral
পণ্য টা অনেক ভাল। তবে বক্স টা দিল না। নিতে পারেন।,Fashion,4,positive 
দাম অনুযায়ী আমার মনে হয় অনেক ভালো প্রোডাক্ট। আপনারা চাইলে নিতে পারেন।,Fashion,4,positive 
ভাল মানের পণ্য,Fashion,4,positive 
পণ্য ভাল. ,Fashion,4,positive 
দাম অনুযায়ী এভারেজ। একটু ভালো আশা করছিলাম।,Fashion,4,neutral
প্রত্যাশিত ধাতু ফ্রেম কিন্তু সন্তুষ্ট,Fashion,4,positive 
"দাম অনুযায়ী ভালোছিল, ধন্যবাদ দারাজ।",Fashion,4,positive 
মোটামুটি ভালো দাম হিসেবে ঠিক আছে,Fashion,4,positive 
পণ্য ভাল,Fashion,4,positive 
ভালো ছিলো। নিতে পারেন।,Fashion,4,positive 
দাম হিসাবে ভালই ছিলো,Fashion,4,positive 
ভাল,Fashion,4,positive 
সন্তুষ্ট,Fashion,5,positive 
ভাল,Fashion,5,positive 
চমৎকার,Fashion,5,positive 
"অসাধারণ চশমা। খুব ভালো লাগলো, কম দামে ভালো পণ্য। Thanks 💚❤️",Fashion,5,positive 
 অনেক ভালো আছে।।।।।,Fashion,5,positive 
"কি ব্লবো খুব ভাল আক্তা সানগ্লাস, ধন্যবাদ দারাজ সবাইকে শুভকামনা",Fashion,5,positive 
আলহামদুলিল্লাহ ভালোই হয়ছে,Fashion,5,positive 
সাথের বক্স টা পাই না-ই। সানগ্লাস এর কোয়ালিটি মোটামুটি।,Fashion,5,neutral
অনেক ভালো মানের একটা সানগ্লেস পেলাম tnx Daraz tnx selar,Fashion,5,positive 
চশমাটি খুবই সুন্দর।,Fashion,5,positive 
প্রচুর আগ্রহী ছিলাম। আলহামদুলিল্লাহ ভালো টাই পেয়েছি,Fashion,5,positive 
ভালো হয়েছে আপনারা চাইলে নিতে পারেন ধন্যবাদ দারাজ কে,Fashion,5,positive 
"আলহামদুলিল্লাহ, যেমনটি চেয়েছিলাম ঠিক তেমনি পেয়েছি।",Fashion,5,positive 
"দারুন. অসাধারণ,",Fashion,5,positive 
"ধন্যবাদ সেলার এবং দারাজকে,প্রডাক্টি ভাল পেয়েছি ।",Fashion,5,positive 
সানগ্লাস জন্য ধন্যবাদ. .. এটা ছবিতে ছিল,Fashion,5,positive 
সানগ্লাস ভাল,Fashion,5,positive 
চমৎকার এবং ভাল পণ্য. কম বাঁধ ই বালো জিনিশ. আমি,Fashion,5,positive 
খুব পচন্ডো হয়ছে পাওয়ার আপডেট কোরে নিয়েছি।,Fashion,5,positive 
"আলহামদুলিল্লাহ,দাম অনুযায়ী প্রোডাক্টটি ঠিক আছে।",Fashion,5,positive 
জয়েন্ট এ ফাটা,Fashion,5,negative
ভালো ছিল । কিন্তু দোকান থেকে 50 টাকা দাম বেশি।,Fashion,5,neutral
ভালই পেয়েছি,Fashion,5,positive 
"একটা বক্স দিলে ভলো হতো, গ্লাস মুটামুটি ভালো❤️",Fashion,5,positive 
মোটামুটি ভালো ছিল অত ভালো না দামের তুলনায়,Fashion,5,neutral
ভাল সিলো প্রোডাক্ট টা,Fashion,5,positive 
একে বারে বাজে দিতে বলছি একটা দিছে আর একটা,Fashion,5,negative
ওয়ালহামদুলিল্লাহ ধন্যবাদ দারাজ বিডি,Fashion,5,positive 
"ভেবেছিলাম ফ্রেমটা মেটাল হবে, তবে ভালো।",Fashion,5,positive 
যেমন চেয়েছি তেমন পেয়েছি ধন্যবাদ দারাজ,Fashion,5,positive 
বিক্রেতা এবং দারাজকে ধন্যবাদ,Fashion,5,positive 
"দাম অনুযায়ী যথেষ্ট ভালো, .",Fashion,5,positive 
সূর্যের গ্লাস তা ভাল কিন্টু আকতু বেকা,Fashion,5,neutral
"খুব সুন্দর, দাম হিসেবে ভালো মানের",Fashion,5,positive 
"কুব ভাল পাইছি,,,ধন্যবাদ দারাজ",Fashion,5,positive 
 ভালো পণ্য টাকা হিসাবে,Fashion,5,positive 
ভালো আছে।তোবে ফ্রম টা বাকা,Fashion,5,positive 
যে অর্ডার করেছিলাম তাই,Fashion,5,positive 
এ দামে মোটামুটি ভালো।,Fashion,5,positive 
ভালো আছে,Fashion,5,positive 
আশ্চর্যজনক সানগ্লাস 💝,Fashion,5,positive 
সন্তুষ্ট....  ,Fashion,5,positive 
খারাপ না ভালোই,Fashion,5,Neutral
ভালো প্রোডাক্ট,Fashion,5,positive 
খারাপ না ভালোই,Fashion,5,positive 
সত্যিই অসাধারণ,Fashion,5,positive 
ভালো 👍👍👍👍,Fashion,5,positive 
এক কথায় বেষ্ট,Fashion,5,positive 
হেব্বি জস  ,Fashion,5,positive 
আমি এটা পছন্দ করি..,Fashion,5,positive 
ফালতু পণ্য,Fashion,5,negative
অনেক ভালো,Fashion,5,positive 
ভালো,Fashion,5,positive 
 প্যাকিং ও খুব সুন্দর চিলো...ডেলিভারি ম্যান খুব ভাল,Fashion,5,positive 
খুব ভাল,Fashion,5,positive 
ভাল,Fashion,5,positive 
অসাধারণ  💚❤️,Fashion,5,positive 
ভাল,Fashion,5,positive 
ধন্যবাদ দারাজ,Fashion,5,positive 
"প্রোডাক্ট অনেক সুন্দর যেমনটা চেয়েছি তেমনটাই পেয়েছি, পাইতে ৪/৫ পাঁচ দিন সময় লেগেছে,, কিন্তু সমস্যা একটা প্রশ্নর সাথে কোন বক্স দেয়নি,, বক্স না দিলে সমস্যা ভেঙ্গে যেত,,, বক্স বা ছোট কাটুন দিলে অনেক সুন্দর হতো",Fashion,5,positive 
ছবিতে যেমন আছে তার থেকেও অনেক সুন্দর আর সময়ের অনেক আগেই পেয়েছি আলহামদুলিল্লাহ। এক কথায় জাস্ট অসাধারণ। আমি সবাইকেই নেয়ার জন্য বলবো।,Fashion,5,positive 
"কথা বলে বুঝিয়ে বললাম কালো,সিল্ভার অথবা গোল্ডেন কালার দিতে দিয়ে দিল লাল। আপনাদের এসব কর্মকাণ্ডের জন্যই অনলাইন থেকে জিনিস কিনে শান্তি পাই না।
ব্যবহার করে বুঝতে পারব সাউন্ড কোয়ালিটি কেমন ব্যাটারি ব্যাকআপ কেমন কিছুদিন ব্যবহারের পর রিভিউ এডিট করে জানিয়ে দিব। যারা কিনবেন অবশ্যই আপনি কোন কালার চাচ্ছেন কথা বলে নিবেন",Electronics,1,negative
একদমি ইরেসপন্সিবল সেলার,Electronics,1,negative
আমি একখানা কালা কালারের স্পিকার চাইছিলাম কালার যেটা দিছে আমার পছন্দ হয় নাই আর সাউন্ড কোয়ালিটি ভালো না তাছাড়া অন্য ব্র্যান্ডের মাল পাইছি,Electronics,1,negative
 ভালো জিনিস পাই বলেই এটা অর্ডার করছিলাম কিন্তু এটা চার্জ থাকে না 30 মিনিট ও কিন্তু বলে দিছে 2..4 ঘণ্টা জিনিস যেমন দামটাও তো ঠিকই নিজে কিন্তু এমন নষ্ট জিনিস দেওয়াটা ত ঠিক না কাগজ টা ফেলে দেওয়ার জন্য রিটার্ন ও করতে পারলাম না খুবই বাজে জিনিস,Electronics,1,negative
সময় মত ডেলিভারি পেয়েছি কিন্তু তিন দিনের নষ্ট হয়ে গেছে এখন আর চলে না ওনাদের দোকানেও যোগাযোগ করছে এটা এখন চলে না সমস্যা কি,Electronics,1,negative
এইটাতে চার্জ একেবারেই থাকে না। ৩ -৪ টা গান শোনার পরেই বন্ধ হয়ে যায়।।। ফালতু প্রোডাক্ট ধরাইয়া দিছেন।,Electronics,1,negative
"একদম বাজে জিনিস,সাউন্ড নাই,চার্জ ৩০ মিনিট ও থাকে না",Electronics,1,negative
এক মাস পূর্ন হবার আগেই নষ্ট হয়ে গেছে।,Electronics,1,negative
আমার কাছে ভালো লাগে নাই।,Electronics,2,negative
এই স্পিকার এর সাউন্ড ও বেশি না,Electronics,2,negative
এই স্পিকার দামটার দাম অনেক বেশি,Electronics,2,negative
আমি কালো কালার টা অর্ডার করেছিলাম আমাকে লাল কালার দিয়েছে,Electronics,2,negative
কেউ নিবেন না 😞😡😡😡,Electronics,2,negative
চলে না।,Electronics,2,negative
"দাম হিসাবে ভালোই ছিলো, তবে সাউন্ড তুলানা মূলক একটু কম",Electronics,3,Neutral
",,আরো ভালো করতে হবে।",Electronics,3,Neutral
এই প্রথম দারাজ তাদের কথার সাথে কাজের মিল রাখলো 🥰,Electronics,3,positive 
পণ্যের ফিনিশিং ভালো নয় তবে সচল,Electronics,3,Neutral
অর্ডার করলাম কালো কালার দিলেন রেড কালার। সাউন্ড ভালো আছে এখন দেখা যাক সার্চ কয় ঘন্টা থাকে।,Electronics,3,neutral
"খুব সুন্দর একটি স্পিকার , তাড়াতাড়ি ডেলিভারি পেয়েছি। কালো কালার টা পেলে খুশি হতাম তবে এটাও খুব সুন্দর কালার। ",Electronics,5,positive 
"এই পর্যন্ত দুইটা নিলাম এটা, এক কথায় অসাধারণ, ছোট খাটো তাই যেকোনো জায়গায় পকেটে করে নিয়ে যাওয়া যাবে। দাম অনুসারে খুব সুন্দর, ছোট মরিচের ঝাল আছে ভালোই।",Electronics,5,positive 
আসসালামু আলাইকুম। আলহামদুলিল্লাহ প্রোডাক্টটি হাতে পেয়ে খুবই ভালো লাগছে,Electronics,5,positive 
দাম অনুসারে খুব সুন্দর,Electronics,5,positive 
ছোট মরিচের ঝাল আছে ভালোই। ,Electronics,5,positive 
কালো কালার টা পেলে খুশি হতাম তবে এটাও খুব সুন্দর কালার।,Electronics,5,positive 
"খুব সুন্দর একটি স্পিকার , তাড়াতাড়ি ডেলিভারি পেয়েছি",Electronics,5,positive 
অনেক সুন্দর একদিন ব্যবহারের পর রিভিউ দিচ্ছি,Electronics,5,positive 
চার্জ অনেক ভালো থাকে,Electronics,5,positive 
এক কথায় দারুন প্রোডাক্ট,Electronics,5,positive 
আপনারা নিতে পারেন সাউন্ড কোয়ালিটিও ভালো,Electronics,5,positive 
ধন্যবাদ দারাজ বাংলাদেশ ও সেলার ভাইকে ভালো থাকবেন সবাই।,Electronics,5,positive 
সেলার ভাইকে অত্যন্ত ধন্যবাদ.... আলহামদুলিল্লাহ,Electronics,5,positive 
ব্যক্তিগতভাবে আমার অনেক ভালো লাগসে,Electronics,5,positive 
সাউন্ড কোয়ালিটি অত্যন্ত ভালো আমি সবাইকে রিকমেন্ড করব যারা কিনতে ইচ্ছুক তারা কিনতে পারেন...,Electronics,5,positive 
আমি এইটা রেটিং ১০/১০ দিলাম,Electronics,5,positive 
চাইলে আপনারা নিতে পারেন সেলার কে ধন্যবাদ এতে সুন্দর একটা স্পিকার দেওয়ার জন্য,Electronics,5,positive 
বিক্রেতাকে অসংখ্য ধন্যবাদ...💕,Electronics,5,positive 
"প্রোডাক্টটি দেখতে অনেক সুন্দর, সেই সঙ্গে সাউন্ড কোয়ালিটি অনেক ভাল এই দাম অনুযায়ী।",Electronics,5,positive 
প্যাকেজিং ভালো ছিল।,Electronics,5,positive 
"চার্জিং কোয়ালিটিটা বলতে পারতেছি না কেমন হবে, তবে আশা রাখি ভালো হবে, আর যদি ভাল হয় তাহলে আরো ১টা নিব।",Electronics,5,Neutral
"প্রোডাক্ট পাওয়ার দুইদিন পর রিভিও দিচ্ছি, যেমনটা আসা করেছি তেমন পেয়েছি",Electronics,5,positive 
ডেলিভারি ও তারাতাড়ি দিয়েছে। আসা করি এটা অনেক দিন ইউস করা যাবে।,Electronics,5,positive 
চাইছিলাম লাল অথবা কাল দিছেন এই কালার। সেলার কে বারবার করে বলছিলাম। প্যাকেটটা ওর খোলা ছিল রিটার্ন মাল দিয়ে দিসেন।এগুলা ঠিক না যেটা চাইছিলাম সেটা ই দিতেন। চার্জিং ব্যাকআপও বেশি একটা ভালো না এক ঘন্টা কি একটু বেশি জাই। এখন দেখি রিটার্ন করব কি করব না চিন্তা করতেছি,Electronics,5,negative
স্পিকার টা অনেক সুন্দর যেমনটা চেয়েছিলাম তার চেয়ে অনেকটা বেশি ভালো সবাই চাইলে নিতে পারেন সাউন্ড কোয়ালিটি অনেক সুন্দর,Electronics,5,positive 
এক কথায় বলতে গেলে অসাধারণ। অনেকক্ষন র্চাজ থাকে আপনারা নিতে পারেন। ধন্যবাদ ধারাজ সেলাকে,Electronics,5,positive 
"কয়েকদিন ইউস করে রিভিউ দিলাম। খুব সুন্দর একটি ডিভাইস, সাউন্ড কোয়ালিটি ও ভালো",Electronics,5,positive 
আমি অবাক হলাম। মাইন্ড করলাম। ভুল প্রোডাক্ট।,Electronics,5,negative
প্রাইজ অনুযায়ী ভালো😊 চার্জ অনেকক্ষণ থাকে ,Electronics,5,positive 
চার্জ থাকে না। ,Electronics,5,negative
দেখতে ভাল বিল্ড কোয়ালিটি খারাপ না। সাউন্ড মোটামুটি,Electronics,5,Neutral
রডাক্টটা এক কথায় অসাধারণ_🤗😇,Electronics,5,positive 
সাউন্ড ক্লিয়ার_🥰,Electronics,5,positive 
অনেক মজবুত__🌝🌚,Electronics,5,positive 
কালার টা কালো হলে আরো ভালো হতো,Electronics,5,Neutral
কালারটা অসাধারণ__ ❤️😍..,Electronics,5,5
আমার হাত থেকে পরে গেছে তারপর ও কিছু হয় নায়___😋😈,Electronics,5,positive 
আজ আমাকে ঠকিয়েছে আমার মাল নষ্ট দিয়েছে,Electronics,5,negative
মালটা আজকে সকালবেলা নিয়ে আসলাম কিন্তু কাজ করছে না,Electronics,5,negative
চার্জে দেওয়ার পরেও কাজ করছে না কি করতে পারি আমি এখন,Electronics,5,negative
আলহামদুলিল্লাহ ভালোভাবে ডেলিভারি পাইছি,Electronics,5,positive 
সাইজ টা হিসেবে অনেক সুন্দর,Electronics,5,positive 
চেয়েছিলাম কালোটা কিন্তু লালটা সুন্দর সাউন্ড কোয়ালিটি অনেক ভালো,Electronics,5,Neutral
১০০% ভালো স্পিকার।,Electronics,5,positive 
চার্জ প্রায় ৩ ঘন্টা ৪০ মিনিট পেয়েছি।,Electronics,5,positive 
এ কথায় মনের মত।,Electronics,5,positive 
ধন্যবাদ বিক্রেতা মহদয়কে।,Electronics,5,positive 
"গায়ে স্ক্রাচ দেখে, মনে হচ্ছে সেকেন্ডে হ্যান্ড প্রডাক্ট পেয়েছি",Electronics,5,negative
ফাতুল ভালো না শুধু টাকা গেলো নষ্ট,Electronics,5,negative
জিনিস দেয় টা আশা করি নাই,Electronics,5,negative
এতো কম দামে এতো ভালো জিনিস।।,Electronics,5,positive 
বেশ ভালো কিনতে পারেন,Electronics,5,positive 
যদি খারাপ হয় সবাইকে জানিয়ে দিবো।,Electronics,5,Neutral
সেই রকম অনেক ভালো 😍,Electronics,5,positive 
সাউন্ড কোয়ালিটি তো পুরাই জোশ 🤩,Electronics,5,positive 
সুন্দর ছিলো,Electronics,5,positive 
দাম হিসেবে খুব সুন্দর হয়েছে।,Electronics,5,positive 
কনো সমস্যা নাই,Electronics,5,positive 
ডেলিভারী ম্যান ও খুব ভালো ছিলো,Electronics,5,positive 
এক কথায় অসাধারণ,Electronics,5,positive 
জিনিস দেখতে ছোট হলেও সাউন্ড কোয়ালিটি খুব ভালো,Electronics,5,positive 
খুবই ভাল প্রোডাক্ট। নিতে পারেন,Electronics,5,positive 
ছোট হিসাবে খুব ভালো একটি প্রোডাক্ট,Electronics,5,positive 
সাউন্ড সিষ্টেম ভাল।,Electronics,5,positive 
ছবির মতো এই ছিল শুধু এক পাশ‌ থেকে এটা একটু ডেমেজ হয়ে গেছে।,Electronics,5,negative
এই দামে এত ভালো জিনিস পাবো ভাবি নাই।,Electronics,5,positive 
"ভালো,,পণ্য",Electronics,5,positive 
দেখতে খুবই ভালো মনে হচ্ছে,Electronics,5,positive 
ই কোয়ালিটি চার্জে অনেকক্ষণ যায়,Electronics,5,positive 
সাউন্ড কোয়ালিটি একেবারেই বাজে আস্তে সাউন্ড হয় এক রুম থেকে অন্য রুমে শোনা যায় না যাদের সাউন্ড কম শুনে তাদের জন্য পারফেক্ট,Electronics,5,negative
দাম অনুযায়ী জিনিসটা যথেষ্ট সুন্দর আর কাজের।,Electronics,5,positive 
ফুল ভলিউম এ সাউন্ড ডিস্টর্টেড হয়ে যায়,Electronics,5,negative
এক দুই লেভেল কমানো থাকলে সুন্দর সাউন্ড আসে যা বেশ ভালোই লাউড।,Electronics,5,positive 
কেউ ভুলে এটা নিয়েন না,Electronics,5,negative
চার্জ থাকেনা এক ঘন্টাও বাটপার মার্কা কোম্পানি এই দারাজ,Electronics,5,negative
খুবই সুন্দর কিন্তু আমি কালো কালার চাইছিলাম আমাকে লাল কালার দেয়া হইছে🥺,Electronics,5,Neutral
দাম বেসি কেও নিয়েন না,Electronics,5,negative
"লুকালি ৩০০ টাকায় পাওয়া জায়, ফালতু দারাজ.",Electronics,5,negative
অসাধারন একটি পুর্ণ আপনারাও নিতে পারেন ধন্যবাদ সেলার ভাইকে,Electronics,5,positive 
একদম বাজে প্রডাক্ট,Electronics,5,negative
এত অল্প টাকাই এরকম সুন্দর হবে ভাবতে পারিনি,Electronics,5,positive 
দুইটা নিছি ভালোই জিনিসটা আরো নিবো ভাবতেছি,Electronics,5,positive 
দুটো অর্ডার দিয়েছিলাম ভালো মতোই পেয়েছি,Electronics,5,positive 
খুব ভালো প্রোডাক্ট সবাই নিতে পারেন,Electronics,5,positive 
জেরকমটা চেয়েছি সে রাকমটা পেয়েছি,Electronics,5,positive 
এক কথায় অসাধারণ আলহামদুলিল্লাহ,Electronics,5,positive 
আলহামদুলিল্লাহ দাম অনুযায়ী ভালো,Electronics,5,positive 
খুব সুন্দর একটি স্পিকার,Electronics,5,positive 
তাড়াতাড়ি ডেলিভারি পেয়েছি,Electronics,5,positive 
"ই পর্যন্ত দুইটা নিলাম এটা, এক কথায় অসাধারণ, ছোট খাটো তাই যেকোনো জায়গায় পকেটে করে নিয়ে যাওয়া যাবে।",Electronics,5,positive 
